participant_id,response_type,original_text,code,theme,coder
P036,positive,I was impressed by how quickly the system adapted to my study habits and started giving more relevant suggestions after just a few sessions.,personalization_quality,AI Accuracy,LLM_coder_1
P036,positive,I was impressed by how quickly the system adapted to my study habits and started giving more relevant suggestions after just a few sessions.,personalization_quality,AI Accuracy,LLM_coder_2
P036,negative,There was no easy way to provide feedback on recommendations which meant the system could not learn from my actual preferences.,recommendation_relevance,AI Accuracy,LLM_coder_1
P036,negative,There was no easy way to provide feedback on recommendations which meant the system could not learn from my actual preferences.,recommendation_relevance,AI Accuracy,LLM_coder_2
P036,suggestion,Include a way to temporarily pause data collection during breaks without losing historical data or resetting the AI model.,transparency_of_predictions,Trust & Transparency,LLM_coder_1
P036,suggestion,Include a way to temporarily pause data collection during breaks without losing historical data or resetting the AI model.,transparency_of_predictions,Trust & Transparency,LLM_coder_2
P037,positive,The dashboard was really intuitive and I liked how it visualized my study patterns over the past few weeks clearly.,notification_effectiveness,Engagement & Motivation,LLM_coder_1
P037,positive,The dashboard was really intuitive and I liked how it visualized my study patterns over the past few weeks clearly.,notification_effectiveness,Engagement & Motivation,LLM_coder_2
P037,negative,The predictions did not always feel accurate especially early on when the system did not have much data about my study habits.,mobile_responsiveness,Usability,LLM_coder_1
P037,negative,The predictions did not always feel accurate especially early on when the system did not have much data about my study habits.,mobile_responsiveness,Usability,LLM_coder_2
P037,suggestion,Add a feature that lets students set their own confidence levels for predictions so the system knows when to be more cautious.,privacy_settings_granularity,Privacy,LLM_coder_1
P037,suggestion,Add a feature that lets students set their own confidence levels for predictions so the system knows when to be more cautious.,privacy_settings_granularity,Privacy,LLM_coder_2
P038,positive,I found the grade prediction feature very motivating because it showed me how small changes in effort could improve my outcomes.,progress_visualization_value,Engagement & Motivation,LLM_coder_1
P038,positive,I found the grade prediction feature very motivating because it showed me how small changes in effort could improve my outcomes.,transparency_of_predictions,Trust & Transparency,LLM_coder_2
P038,negative,I was uncomfortable with how much personal data the tool seemed to require before I could even start using the basic features.,onboarding_experience,Usability,LLM_coder_1
P038,negative,I was uncomfortable with how much personal data the tool seemed to require before I could even start using the basic features.,onboarding_experience,Usability,LLM_coder_2
P038,suggestion,Include a dark mode option because I often study late at night and the bright interface strains my eyes during evening sessions.,mobile_responsiveness,Usability,LLM_coder_1
P038,suggestion,Include a dark mode option because I often study late at night and the bright interface strains my eyes during evening sessions.,privacy_settings_granularity,Privacy,LLM_coder_2
P039,positive,The recommendation system felt personalized and relevant to my actual courses which made me trust it more than I expected.,adaptation_over_time,AI Accuracy,LLM_coder_1
P039,positive,The recommendation system felt personalized and relevant to my actual courses which made me trust it more than I expected.,adaptation_over_time,AI Accuracy,LLM_coder_2
P039,negative,Some of the study recommendations felt too generic and did not account for the specific demands of my major or course load.,adaptation_over_time,AI Accuracy,LLM_coder_1
P039,negative,Some of the study recommendations felt too generic and did not account for the specific demands of my major or course load.,adaptation_over_time,AI Accuracy,LLM_coder_2
P039,suggestion,Allow users to export their study data in standard formats so they can do their own analysis or share it with advisors.,data_sharing_control,Privacy,LLM_coder_1
P039,suggestion,Allow users to export their study data in standard formats so they can do their own analysis or share it with advisors.,data_sharing_control,Privacy,LLM_coder_2
P040,positive,I appreciated how the tool explained its suggestions rather than just telling me what to do without any reasoning behind it.,intuitive_interface,Usability,LLM_coder_1
P040,positive,I appreciated how the tool explained its suggestions rather than just telling me what to do without any reasoning behind it.,intuitive_interface,Usability,LLM_coder_2
P040,negative,The loading times were frustrating especially when switching between different sections of the dashboard during a study session.,data_sharing_control,Privacy,LLM_coder_1
P040,negative,The loading times were frustrating especially when switching between different sections of the dashboard during a study session.,data_sharing_control,Privacy,LLM_coder_2
P040,suggestion,Implement a social feature where study groups can share goals and track collective progress on shared courses or projects.,privacy_settings_granularity,Privacy,LLM_coder_1
P040,suggestion,Implement a social feature where study groups can share goals and track collective progress on shared courses or projects.,privacy_settings_granularity,Privacy,LLM_coder_2
